date,jurisdiction,new_covid_19_hospital_admissions,covid_19_inpatient_bed_occupancy_7_day_average,covid_19_icu_bed_occupancy_7_day_average
2021-12-06,Delaware,494,89.51180915380297,46.71902140401836
2021-12-06,Florida,154,76.73788891908006,67.41096793711452
2021-12-06,Georgia,97,75.97393629948789,48.59368005234277
2021-12-06,Hawaii,209,41.80000780813419,31.92322007733779
2021-12-06,Idaho,495,87.13809316177829,34.91162974500878
2021-12-06,Illinois,468,56.44759435978415,44.73546019409687
2021-12-06,Indiana,325,75.31386184411032,47.55419890326311
2021-12-06,Iowa,404,62.474582237999165,66.60903032513559
2021-12-07,Alabama,105,71.61486944295628,58.63668874339447
2021-12-07,Alaska,112,78.6755298903734,69.0130187436421
2021-12-07,Arizona,343,54.02340155182454,64.59299835324803
2021-12-07,Arkansas,215,59.86518341148361,72.50132325938327
2021-12-07,California,220,51.07907132754384,60.44122540987477
2021-12-07,Colorado,302,71.6075689193538,31.021344761423688
2021-12-07,Connecticut,452,43.23621457027857,30.211827935825465
2021-12-07,Delaware,238,82.33429510879799,37.08136377690405
2021-12-07,Florida,145,68.87790137821167,45.872245836353514
2021-12-07,Georgia,351,44.31299473870205,48.42956518268373
2021-12-07,Hawaii,240,50.828321733675885,67.12434013050623
2021-12-07,Idaho,417,56.66874793142145,54.063323983318426
2021-12-07,Illinois,325,41.571723679289846,56.704923621762845
2021-12-07,Indiana,319,82.95220435997723,75.9334095651927
2021-12-07,Iowa,166,41.27131132730437,65.67827481596886
2021-12-08,Alabama,129,61.243226386258236,64.54103229701695
2021-12-08,Alaska,241,48.74951241474373,54.599948614496675
2021-12-08,Arizona,238,85.76099616390879,37.8698181689374
2021-12-08,Arkansas,112,53.44070345493576,32.46473180581516
2021-12-08,California,359,46.5350552509659,67.59064729987668
2021-12-08,Colorado,329,80.18224903838723,48.00086176012182
2021-12-08,Connecticut,422,79.00244045069564,40.933248482287325
2021-12-08,Delaware,475,69.68773354323767,64.89292043740278
2021-12-08,Florida,495,68.20681132521597,72.02724841833978
2021-12-08,Georgia,146,61.68069893721032,35.10753853466471
2021-12-08,Hawaii,453,60.54075017111121,48.947524029136375
2021-12-08,Idaho,202,60.00040998248893,61.959453628011204
2021-12-08,Illinois,119,69.85151415183748,59.64588731950986
2021-12-08,Indiana,460,60.35156833105279,53.15003809970203
2021-12-08,Iowa,381,44.93160005836582,46.677745229098555
2021-12-09,Alabama,323,50.07232434475608,73.05715444895841
2021-12-09,Alaska,62,87.89261564138327,56.14481408312719
2021-12-09,Arizona,233,48.094738743460255,44.08637986921593
2021-12-09,Arkansas,236,61.732794051282795,78.98455458086809
2021-12-09,California,100,63.98716925438934,32.64996632391633
2021-12-09,Colorado,287,56.10463151510207,31.537432145018848
2021-12-09,Connecticut,191,49.02028561629847,50.52481796208066
2021-12-09,Delaware,496,78.68889522902242,48.16610173371977
2021-12-09,Florida,143,51.04204002682813,71.94257106776982
2021-12-09,Georgia,175,76.65070702183458,71.04432472358388
2021-12-09,Hawaii,405,52.67568873763747,76.08878293270627
2021-12-09,Idaho,378,86.43309109791494,45.14834098684183
2021-12-09,Illinois,159,80.47282206564637,49.02557841125872
2021-12-09,Indiana,156,44.96332210323423,70.25977979290593
2021-12-09,Iowa,252,73.77212010940201,56.30297211520315
2021-12-10,Alabama,122,68.49259472222529,72.38225915707233
2021-12-10,Alaska,474,68.2882678508971,62.00380600278789
2021-12-10,Arizona,358,77.75409258566893,66.10960416866897
2021-12-10,Arkansas,213,80.89367355523686,50.194882622854664
2021-12-10,California,277,77.16543548965633,56.27839696636228
2021-12-10,Colorado,160,80.10232015465661,68.18263641511288
2021-12-10,Connecticut,238,46.36736408035934,30.525111608646974
2021-12-10,Delaware,445,84.30675337675689,65.56269537982126
2021-12-10,Florida,370,72.74213541448054,58.230227238631954
2021-12-10,Georgia,307,72.59540667312126,72.99077466737737
2021-12-10,Hawaii,379,89.58465000216205,37.351574854236866
2021-12-10,Idaho,459,76.0420621650687,52.7692309469243
2021-12-10,Illinois,369,53.20772192077338,34.946430195562534
2021-12-10,Indiana,68,80.36490875411832,33.84650717694941
2021-12-10,Iowa,279,77.22226379150966,75.18317515213414
2021-12-11,Alabama,253,53.205042338227344,47.982730334927986
2021-12-11,Alaska,462,89.81246752502888,38.736289284492905
2021-12-11,Arizona,107,63.788952295654454,59.81627419221708
2021-12-11,Arkansas,435,41.41510170867961,76.921332162764
2021-12-11,California,121,65.3990109866316,52.59330369514768
2021-12-11,Colorado,342,78.44050181190717,77.9798787301872
2021-12-11,Connecticut,306,69.29541875062793,63.692625834023474
2021-12-11,Delaware,353,80.8736531162678,45.97220085882004
2021-12-11,Florida,453,56.49264753344852,74.06502452833897
2021-12-11,Georgia,340,47.07441623858536,33.355863098710074
2021-12-11,Hawaii,464,52.9522770477606,47.82179552247517
2021-12-11,Idaho,370,53.44819994538786,64.503301722105
2021-12-11,Illinois,490,89.2023465071247,74.89494045703432
2021-12-11,Indiana,205,63.10877768066108,53.734804029553075
2021-12-11,Iowa,455,87.37465273793637,74.54449695411631
2021-12-12,Alabama,70,68.50063509877636,35.15406488069154
2021-12-12,Alaska,147,75.18859072553315,57.0380133648986
2021-12-12,Arizona,403,79.02283484224907,68.86553486114323
2021-12-12,Arkansas,268,45.63683380607037,45.30881509504167
2021-12-12,California,141,45.59902966578635,69.56935693272173
2021-12-12,Colorado,179,88.72733226108753,66.62408918587379
2021-12-12,Connecticut,108,75.17062608484912,75.93046136152407
2021-12-12,Delaware,497,73.82600184581007,47.024686589154705
2021-12-12,Florida,452,60.287745716172765,57.013512416954754
2021-12-12,Georgia,342,48.65384091242682,63.28918619077247
2021-12-12,Hawaii,481,85.68322491850532,67.35975127963219
2021-12-12,Idaho,327,65.21432159886268,75.60167906420858
2021-12-12,Illinois,130,72.85746524499243,48.33242125365354
2021-12-12,Indiana,455,54.190492418868914,69.42028692929924
2021-12-12,Iowa,456,69.02765333990826,50.9426546794165
2021-12-13,Alabama,229,48.65640541836868,53.99719621629909
2021-12-13,Alaska,420,67.74849960580279,53.6025719272273
2021-12-13,Arizona,361,84.20586897312091,44.83580060199166
2021-12-13,Arkansas,180,67.98104977888094,32.067235303273726
2021-12-13,California,313,67.59646181763829,58.00224226592161
2021-12-13,Colorado,193,67.19095254435865,72.84552217314973
2021-12-13,Connecticut,108,73.89618864238005,33.247538886952675
2021-12-13,Delaware,388,62.75444171380832,59.67386515734435
2021-12-13,Florida,153,75.87727209235443,73.00379261227884
2021-12-13,Georgia,75,58.10667832796105,32.298462708170334
2021-12-13,Hawaii,336,69.11298401754604,72.02703733754183
2021-12-13,Idaho,75,74.5894146805476,33.97778790139171
2021-12-13,Illinois,490,69.98942734079203,35.82087499944053
2021-12-13,Indiana,370,59.12394808352513,46.71357678849493
2021-12-13,Iowa,62,86.40037465138735,63.560257677433846
2021-12-14,Alabama,151,83.60832089369822,43.86714659139828
2021-12-14,Alaska,407,87.77591431930202,37.13151291777179
2021-12-14,Arizona,98,52.92398957411693,37.82663414865163
2021-12-14,Arkansas,135,69.92852973811777,60.087405645071996
2021-12-14,California,364,88.49061697728516,42.96886268313174
2021-12-14,Colorado,239,82.70951189628303,53.779714926531724
2021-12-14,Connecticut,62,50.80858068326707,32.46200890471525
2021-12-14,Delaware,261,87.52249875171299,54.77052986217777
2021-12-14,Florida,434,88.11614412803618,77.18621811628248
2021-12-14,Georgia,479,50.82017210298045,59.047390110386814
2021-12-14,Hawaii,234,72.95471099634511,72.08665928943735
2021-12-14,Idaho,111,45.464351282464534,52.84341536647738
2021-12-14,Illinois,132,45.64112470133151,54.21237562826778
2021-12-14,Indiana,332,69.18226887367693,45.58421132105087
2021-12-14,Iowa,78,69.49547011765343,47.895682343958974
2021-12-15,Alabama,432,74.43589298583015,77.0121023958661
2021-12-15,Alaska,304,85.84360421281102,57.61612454710145
2021-12-15,Arizona,371,63.33044676890735,61.51650437307917
2021-12-15,Arkansas,234,41.756904017744716,64.86110496258962
2021-12-15,California,96,70.65546678073093,61.01680962484822
2021-12-15,Colorado,469,43.1696295819552,33.02286548364387
2021-12-15,Connecticut,439,44.126666212461146,42.284385284558766
2021-12-15,Delaware,119,47.91646600673695,70.89000829542297
2021-12-15,Florida,213,51.34297139228694,57.433650442678776
2021-12-15,Georgia,459,64.78871883195411,58.71927449125998
2021-12-15,Hawaii,105,64.51726016911314,55.00753547959269
2021-12-15,Idaho,320,57.076247545405266,51.899198830302346
2021-12-15,Illinois,311,47.59190534059937,63.01934435648297
2021-12-15,Indiana,361,61.38280016838553,45.87898199243398
2021-12-15,Iowa,345,60.608565072433656,62.55238288334003
2021-12-16,Alabama,132,72.42965409471833,46.88961115340246
2021-12-16,Alaska,137,79.97259267787501,50.56688171892854
2021-12-16,Arizona,471,71.43320763005674,54.109502879650066
2021-12-16,Arkansas,307,75.13271341833189,52.09747119444941
2021-12-16,California,82,71.93061510537795,62.042385452034885
2021-12-16,Colorado,369,59.01309542248036,69.89789935608935
2021-12-16,Connecticut,368,42.57576389728552,33.27947309991412
2021-12-16,Delaware,408,86.45542288430072,53.14644843493785
2021-12-16,Florida,495,64.14016069913589,40.69391004170403
2021-12-16,Georgia,250,52.21767757224691,76.04554134332133
2021-12-16,Hawaii,440,89.13064038860507,76.39887847591628
2021-12-16,Idaho,401,80.57411027337972,30.674540049464866
2021-12-16,Illinois,243,58.81637758095761,53.54682398282505
2021-12-16,Indiana,85,89.57626952164786,74.06365313236155
2021-12-16,Iowa,50,47.868711679710586,32.95758247201313
2021-12-17,Alabama,58,65.2059475988007,39.91678851601357
2021-12-17,Alaska,93,57.358620077843185,76.76343637083365
2021-12-17,Arizona,458,83.49615043864188,58.75501432128126
2021-12-17,Arkansas,353,41.63744620417282,33.577999737350545
2021-12-17,California,66,89.73497800087617,66.06053684693998
2021-12-17,Colorado,407,82.27002988618963,40.10055055025952
2021-12-17,Connecticut,444,69.74495178011998,33.52767806283325
2021-12-17,Delaware,426,50.03825713767422,70.03250716417764
2021-12-17,Florida,317,81.48022614393204,77.544494448316
2021-12-17,Georgia,490,80.68967609655715,69.2990518233886
2021-12-17,Hawaii,426,62.941039991449045,67.67845483553977
2021-12-17,Idaho,51,48.792857146090284,32.139313984906465
2021-12-17,Illinois,397,67.05755966578295,31.37105294376167
2021-12-17,Indiana,437,40.66970738857031,52.061837538929055
2021-12-17,Iowa,150,47.6397932486232,60.66773356256835
2021-12-18,Alabama,464,89.43875665224303,67.67178618957806
2021-12-18,Alaska,97,57.805782041807845,38.74840924546458
2021-12-18,Arizona,388,64.40966292415229,48.56876544261033
2021-12-18,Arkansas,365,63.242800608702254,34.096494669366244
2021-12-18,California,236,55.99801680639238,31.42776013430572
2021-12-18,Colorado,139,49.51527543882994,74.1558030977977
2021-12-18,Connecticut,315,62.045479857166754,51.93219249100069
2021-12-18,Delaware,84,49.038693553401714,59.700079184090946
2021-12-18,Florida,309,40.10463475843363,39.57109023354618
2021-12-18,Georgia,233,82.88485653865564,71.01486919889751
2021-12-18,Hawaii,388,85.53030462115142,56.29557687009785
2021-12-18,Idaho,291,67.37748546671159,78.42454767889726
2021-12-18,Illinois,285,80.50451460989525,75.8801998167176
2021-12-18,Indiana,379,64.5998064075162,53.8072391386029
2021-12-18,Iowa,78,87.79114637440206,44.90392689765405
2021-12-19,Alabama,261,64.22935661112267,38.50598413952118
2021-12-19,Alaska,392,53.71615269330297,53.18609054544544
2021-12-19,Arizona,489,47.673343910891994,38.19498359896007
2021-12-19,Arkansas,266,89.46162091766564,39.169131154511774
2021-12-19,California,78,89.6644223522571,79.64881548891842
2021-12-19,Colorado,381,53.54409380925297,53.87216169129509
2021-12-19,Connecticut,198,52.46912384441289,69.56015392314877
2021-12-19,Delaware,479,75.35119040414192,40.086800705628335
2021-12-19,Florida,64,54.66003564776652,32.34266511995547
2021-12-19,Georgia,487,62.03002362458871,66.68400784490652
2021-12-19,Hawaii,466,65.45090599661252,56.5657789198475
2021-12-19,Idaho,128,74.82503040853139,62.34725592282561
2021-12-19,Illinois,221,66.9335875080827,44.881742027399554
2021-12-19,Indiana,83,56.407806641354014,74.64416488934974
2021-12-19,Iowa,62,80.73137189561677,56.8239127616428
2021-12-20,Alabama,272,40.7487841841493,68.30625372121992
2021-12-20,Alaska,311,81.8979892109954,52.10246722506622
2021-12-20,Arizona,67,87.88458506405703,75.8758253679112
2021-12-20,Arkansas,174,42.1204925453845,57.37652450116025
2021-12-20,California,147,71.48166588027898,49.90547473963339
2021-12-20,Colorado,93,88.88426506012517,72.64671559919033
2021-12-20,Connecticut,332,85.75150823721881,31.032331914610694
2021-12-20,Delaware,78,86.35047585963186,74.32617248234425
2021-12-20,Florida,259,67.57623990256677,59.89404007862984
2021-12-20,Georgia,271,73.10906373386548,36.36888609814785
2021-12-20,Hawaii,278,70.40930680244742,51.93988252069879
2021-12-20,Idaho,73,41.50872361605465,33.76522878657903
2021-12-20,Illinois,255,69.05779243603341,60.58884903800863
2021-12-20,Indiana,427,57.73226290160595,35.24358311723277
2021-12-20,Iowa,313,88.30702595856148,64.5382527967357
2021-12-21,Alabama,209,69.71258571415828,71.99831326472952
2021-12-21,Alaska,412,58.89570665576819,51.24541133570604
2021-12-21,Arizona,257,60.69409442595847,69.0862515052693
2021-12-21,Arkansas,150,51.94131609034917,79.31074705237839
2021-12-21,California,186,86.51474566472044,45.43310219688578
2021-12-21,Colorado,146,76.78074183978111,58.07083907358333
2021-12-21,Connecticut,401,63.831475406219994,51.304919668166676
2021-12-21,Delaware,292,65.48506551445679,33.31163546886506
2021-12-21,Florida,197,57.71033663611394,55.096840064051705
2021-12-21,Georgia,257,56.27029408102953,67.91687042273279
2021-12-21,Hawaii,205,78.67637060945736,50.42500072968335
2021-12-21,Idaho,389,85.854384361907,55.74766578050506
2021-12-21,Illinois,141,86.86412495651852,73.03935999507203
2021-12-21,Indiana,264,50.682034825412615,43.96700224826415
2021-12-21,Iowa,415,72.02274018361364,43.162695947326554
2021-12-22,Alabama,258,57.58406989855082,47.593966839383256
2021-12-22,Alaska,98,60.19608224842834,45.746491109021406
2021-12-22,Arizona,115,75.51079781135073,67.38089629707068
2021-12-22,Arkansas,77,73.16619049562266,78.80437011743119
2021-12-22,California,222,61.661857251976365,49.14185322476799
2021-12-22,Colorado,300,75.44625684907825,69.9239760093124
2021-12-22,Connecticut,294,59.008272827854654,52.1037204134986
2021-12-22,Delaware,256,45.86785618703108,54.692339001698755
2021-12-22,Florida,134,79.65719614252536,47.532499192523076
2021-12-22,Georgia,489,75.01124028951153,63.621386197473235
2021-12-22,Hawaii,346,42.34142920974467,78.09312742454361
2021-12-22,Idaho,488,59.42148756730988,68.47087985125256
2021-12-22,Illinois,164,70.65379577477204,63.67676592774386
2021-12-22,Indiana,315,66.81270427630324,72.70407312617459
2021-12-22,Iowa,102,84.89317796827737,66.4033409615594
2021-12-23,Alabama,261,61.19686046822595,39.186111908185275
2021-12-23,Alaska,494,72.35093596918412,73.4668830197066
2021-12-23,Arizona,462,49.81045308723375,44.435901753723144
2021-12-23,Arkansas,409,82.36525629315568,52.72808759375745
2021-12-23,California,122,71.20169057073295,79.09686675871264
2021-12-23,Colorado,384,74.39564379270684,34.42045075832463
2021-12-23,Connecticut,358,85.4853679679104,51.059109759289
2021-12-23,Delaware,175,89.47219246954427,41.31786602179314
2021-12-23,Florida,471,40.01839159507068,64.28173575478294
2021-12-23,Georgia,340,47.759887970223105,61.85445331074503
2021-12-23,Hawaii,380,83.10594443634238,50.76462612228853
2021-12-23,Idaho,105,53.734692160376305,61.43525127721955
2021-12-23,Illinois,350,69.1195826478808,78.6636425178296
2021-12-23,Indiana,210,66.77245339137345,42.574249738805065
2021-12-23,Iowa,77,62.83601317141124,57.3369517553532
2021-12-24,Alabama,413,44.994050437395714,46.728689317820745
2021-12-24,Alaska,231,79.92309555156194,69.94686162910068
2021-12-24,Arizona,92,54.955201516348836,39.38090728250401
2021-12-24,Arkansas,156,61.37601181498178,33.439280103918435
2021-12-24,California,398,51.103873593961154,52.76754439580594
2021-12-24,Colorado,473,84.94519395878359,50.76904176191992
2021-12-24,Connecticut,451,84.80137099360432,36.56742101086322
2021-12-24,Delaware,215,54.69610982374603,39.747448002148516
2021-12-24,Florida,159,79.66706307872971,40.764436694590025
2021-12-24,Georgia,445,61.741419314586786,72.8705447702977
2021-12-24,Hawaii,452,80.34169282376416,49.03574216928956
2021-12-24,Idaho,382,79.89780205471855,71.75530341910618
2021-12-24,Illinois,467,53.56779543583641,48.259150324983764
2021-12-24,Indiana,203,46.33354478840436,73.23179623176608
2021-12-24,Iowa,195,65.87578653069443,64.52058045416388
2021-12-25,Alabama,346,77.11697618738535,72.31350362516726
2021-12-25,Alaska,134,51.85648033263108,35.63924115541408
2021-12-25,Arizona,475,52.65655850029038,61.29001176291383
2021-12-25,Arkansas,74,49.16283593328429,74.48931325359507
2021-12-25,California,115,59.075165595259385,69.1249681804248
2021-12-25,Colorado,276,58.595669964348254,47.488057581444345
2021-12-25,Connecticut,73,88.66383404112634,39.29340694656952
2021-12-25,Delaware,78,76.87569621012213,54.95190355986075
2021-12-25,Florida,462,50.658539450009314,37.56979645313983
2021-12-25,Georgia,492,45.16073212224245,50.65169610363186
2021-12-25,Hawaii,387,52.97965920126039,42.353019005330495
2021-12-25,Idaho,370,85.26342822649603,54.52677022352289
2021-12-25,Illinois,379,45.73684074253701,34.628076000069164
2021-12-25,Indiana,356,47.27593506956537,62.41796492139669
2021-12-25,Iowa,318,43.940791146672666,58.565754282115385
2021-12-26,Alabama,437,50.24569976929834,61.05407457163628
2021-12-26,Alaska,195,43.277155861627264,62.30702904848767
2021-12-26,Arizona,484,43.94180190954201,38.20635384667031
2021-12-26,Arkansas,79,68.19399531994821,72.61675730474246
2021-12-26,California,354,50.751848820447805,48.45405714234531
2021-12-26,Colorado,424,75.3309022375816,47.081144439483325
2021-12-26,Connecticut,282,50.784338034480804,69.66164505202835
2021-12-26,Delaware,87,73.48503174252181,57.99669489613747
2021-12-26,Florida,399,51.736280896021476,72.49890591413246
2021-12-26,Georgia,489,85.50213552466943,59.44456273758649
2021-12-26,Hawaii,259,62.72474781907036,77.6124733123241
2021-12-26,Idaho,398,79.1993900951937,44.78250484438412
2021-12-26,Illinois,124,44.75370713492562,34.42922935708498
2021-12-26,Indiana,238,84.25143955212391,30.566589471952323
2021-12-26,Iowa,141,85.84846262403906,55.090619894342964
2021-12-27,Alabama,191,88.71898051153839,43.26352895195199
2021-12-27,Alaska,444,80.1272586052952,38.69749311235846
2021-12-27,Arizona,110,53.40982723159128,61.277371838200295
2021-12-27,Arkansas,226,50.93214679310833,73.60309444484596
2021-12-27,California,421,86.13856340709492,65.73875422367391
2021-12-27,Colorado,375,58.26278680847475,64.36820506113564
2021-12-27,Connecticut,268,52.651517600784416,33.38585690691847
2021-12-27,Delaware,379,85.80113658526285,77.24008314440763
2021-12-27,Florida,492,83.39668793937827,38.69822898802693
2021-12-27,Georgia,102,44.4567687575513,73.3864669051304
2021-12-27,Hawaii,449,41.586722520095485,46.26773153510775
2021-12-27,Idaho,482,45.18444259016967,48.07965503615853
2021-12-27,Illinois,52,62.95888990270145,33.866114890444436
2021-12-27,Indiana,174,66.74709077115045,47.10346047497342
2021-12-27,Iowa,246,64.65024849397426,44.926294463242115
2021-12-28,Alabama,79,76.55070397347869,62.05069809460074
2021-12-28,Alaska,350,83.02941182252772,55.67832133940635
2021-12-28,Arizona,57,62.010686712445334,57.9828033911497
2021-12-28,Arkansas,124,52.555805443103125,69.4890012993952
2021-12-28,California,488,73.5772656454222,55.02573183082643
2021-12-28,Colorado,283,66.52943861233364,49.61436381251929
2021-12-28,Connecticut,391,49.332659048065246,44.646006471317435
2021-12-28,Delaware,320,65.82135438004025,64.66045373999356
2021-12-28,Florida,360,85.6742824083648,68.45267693080368
2021-12-28,Georgia,258,88.56409116556219,44.95266733332377
2021-12-28,Hawaii,234,81.44985258520677,38.779165667724534
2021-12-28,Idaho,442,82.0921834794357,75.73509902916663
2021-12-28,Illinois,51,62.765046013796066,78.53241803892135
2021-12-28,Indiana,459,86.76032029547287,76.80802423798272
2021-12-28,Iowa,418,59.03522487433919,71.92219182792104
2021-12-29,Alabama,465,61.028604286974726,46.12354112246523
2021-12-29,Alaska,284,54.153351454042934,60.583147894965556
2021-12-29,Arizona,385,52.85864427368098,63.767712794713574
2021-12-29,Arkansas,495,53.11884254981274,55.73860937711825
2021-12-29,California,79,58.34219575790385,32.36314971027673
2021-12-29,Colorado,261,43.8821512867476,45.6627969978146
2021-12-29,Connecticut,447,46.295876397830405,30.35899231521669
2021-12-29,Delaware,264,89.28142197638203,48.26800925558125
2021-12-29,Florida,478,74.84543574261772,45.312183347516424
2021-12-29,Georgia,218,75.52469154173315,58.57461151042965
2021-12-29,Hawaii,286,70.667245807352,47.61119720745417
2021-12-29,Idaho,175,78.80885516409981,36.41129496989241
2021-12-29,Illinois,103,71.22509735078349,40.41179066721057
2021-12-29,Indiana,160,67.6957481295494,37.03546343516878
2021-12-29,Iowa,282,44.59602646228515,62.346450562339115
2021-12-30,Alabama,382,50.03827090008807,41.93599685708091
2021-12-30,Alaska,350,71.82200498513151,62.81691384488125
2021-12-30,Arizona,387,65.20914432655445,77.80752733305803
2021-12-30,Arkansas,388,71.2607055151708,67.70863920924126
2021-12-30,California,145,73.53095866964713,31.63047781675593
2021-12-30,Colorado,274,82.52899878716823,59.276566583957575
2021-12-30,Connecticut,492,88.95635785678567,66.82107687907168
2021-12-30,Delaware,255,82.36902204442447,79.11201456905809
2021-12-30,Florida,434,47.88283558912292,56.60710893216839
2021-12-30,Georgia,230,62.639755144926575,68.15157106780495
2021-12-30,Hawaii,119,66.47223638364405,77.94110440281997
2021-12-30,Idaho,224,75.10245920094755,73.2067837370812
2021-12-30,Illinois,335,78.87537901774388,63.69729919262362
2021-12-30,Indiana,80,68.13853923613787,45.378791906564345
2021-12-30,Iowa,109,79.27635331171322,77.9414998755617
2021-12-31,Alabama,83,75.90540992641934,42.009615131373195
2021-12-31,Alaska,250,80.80505127196335,57.853928374605076
2021-12-31,Arizona,293,69.27942000937672,31.66666641469587
2021-12-31,Arkansas,221,87.04481927609928,78.96093037309184
2021-12-31,California,478,56.699699613077215,72.17813520143002
2021-12-31,Colorado,248,76.62706235574066,78.15331347895508
2021-12-31,Connecticut,175,76.31063622903503,67.41915485462032
2021-12-31,Delaware,477,45.89008890003534,76.42470625146902
2021-12-31,Florida,243,68.3273874693339,48.37432568498706
2021-12-31,Georgia,233,78.93368469405917,61.63530212510416
2021-12-31,Hawaii,167,59.790959782833724,32.50149875915696
2021-12-31,Idaho,151,41.612800089469154,39.92064605703509
2021-12-31,Illinois,338,78.3075647481846,50.59659805183076
